DATE,TAVG,TMAX,TMIN,WDFG,WSFG,PRCP,SNOW,PRDICTT
20170520,11.7,16,7.4,11,50,0,0,11.8
20170521,11.8,13.4,10.2,9,43,11.8,0,13.8
20170522,13.8,18,9.5,28,46,0,0,16
20170523,16,22.7,9.2,26,35,0.4,0,18.1
20170524,18.1,23,13.1,9,41,0.8,0,13.2
20170525,13.2,15.6,10.8,10,56,44.6,0,15.2
20170526,15.2,18.2,12.1,34,32,3.8,0,15.5
20170527,15.5,19.3,11.7,0,0,0,0,16
20170528,16,21.4,10.5,9,33,0,0,19.9
20170529,19.9,25.6,14.1,30,50,1.4,0,17.8
20170530,17.8,23.7,11.9,30,78,10.2,0,17.1
20170531,17.1,22.9,11.2,24,57,0,0,13.6
20170601,13.6,18.3,8.8,29,54,0,0,14.9
20170602,14.9,21.1,8.7,34,48,0,0,16.3
20170603,16.3,22.1,10.4,35,32,0,0,16.4
20170604,16.4,21,11.8,13,24,6.4,0,14.5
20170605,14.5,16.8,12.2,34,41,0.2,0,13.7
20170606,13.7,16.8,10.6,5,48,3.2,0,14.5
20170607,14.5,20.6,8.3,14,26,0,0,17.3
20170608,17.3,23.8,10.8,16,30,0,0,20.7
20170609,20.7,27.9,13.5,25,43,0,0,22.6
20170610,22.6,30.2,14.9,22,46,0,0,26.9
20170611,26.9,32.1,21.6,22,48,0,0,26.6
20170612,26.6,33.1,20.1,23,50,0,0,21.8
20170613,21.8,25.7,17.8,33,59,1,0,19.5
20170614,19.5,23.8,15.1,10,43,0,0,18.3
20170615,18.3,20.3,16.3,7,30,0,0,23.6
20170616,23.6,31,16.1,31,52,8,0,23.6
20170617,23.6,27.5,19.6,30,37,7,0,24.4
20170618,24.4,29.8,18.9,23,67,1.8,0,21.7
20170619,21.7,26.7,16.6,26,35,0.4,0,18.5
20170620,18.5,23.9,13.1,29,56,4.2,0,17.8
20170621,17.8,23.5,12.1,30,39,0,0,19.2
20170622,19.2,25,13.4,17,39,4.2,0,21.4
20170623,21.4,25.1,17.7,30,43,36.2,0,19.5
20170624,19.5,24.2,14.7,29,61,0,0,17.7
20170625,17.7,21.6,13.7,23,67,1.4,0,16.6
20170626,16.6,21.7,11.5,28,48,2.2,0,16
20170627,16,20.8,11.2,30,57,3.6,0,18.4
20170628,18.4,25.1,11.7,23,43,0.6,0,21.3
20170629,21.3,27.8,14.7,24,54,4.2,0,24.2
20170630,24.2,28.3,20.1,25,41,12.6,0,21
20170701,21,26.3,15.6,27,37,1,0,20.6
20170702,20.6,27.3,13.9,26,54,1.2,0,20.2
20170703,20.2,25.5,14.9,30,32,0,0,20.3
20170704,20.3,25.9,14.7,17,30,0,0,20.5
20170705,20.5,27.2,13.8,13,30,0,0,23.2
20170706,23.2,29.7,16.6,17,39,0,0,24.7
20170707,24.7,29.2,20.1,1,39,0,0,19.9
20170708,19.9,24.6,15.2,33,52,0,0,21.5
20170709,21.5,27.6,15.3,24,50,0.2,0,21.8
20170710,21.8,25.5,18,23,39,0,0,23.2
20170711,23.2,29.2,17.2,24,32,0,0,23.1
20170712,23.1,27,19.2,16,26,0.6,0,18.8
20170713,18.8,21.7,15.8,9,33,2.2,0,22.6
20170714,22.6,27.8,17.4,27,50,0.6,0,22.9
20170715,22.9,27.8,18,30,37,0,0,22.2
20170716,22.2,27.5,16.9,24,44,0,0,22.6
20170717,22.6,25.9,19.3,13,28,0,0,22.8
20170718,22.8,28.1,17.4,15,33,0,0,25.3
20170719,25.3,31.8,18.7,27,43,0,0,20.3
20170720,20.3,24.8,15.8,35,39,19.4,0,24.3
20170721,24.3,29.7,18.8,32,41,0,0,22.1
20170722,22.1,23.8,20.3,8,19,2.4,0,22.3
20170723,22.3,24.4,20.2,10,37,0,0,19.1
20170724,19.1,22.1,16,36,43,0,0,19.2
20170725,19.2,23,15.4,1,33,0,0,18.3
20170726,18.3,21.7,14.8,13,30,2.6,0,22.5
20170727,22.5,27.1,17.9,35,33,5.4,0,19.3
20170728,19.3,22.7,15.9,6,41,0,0,21.4
20170729,21.4,27.5,15.3,34,41,0,0,24.3
20170730,24.3,30.4,18.1,35,41,0,0,24.2
20170731,24.2,31.3,17,2,56,2,0,23.4
20170801,23.4,28.6,18.1,21,59,13.4,0,24.3
20170802,24.3,29.6,18.9,31,48,0.2,0,22.9
20170803,22.9,27.3,18.4,13,30,0.4,0,21
20170804,21,26.4,15.6,16,43,29.6,0,17.2
20170805,17.2,21.6,12.7,29,61,0.2,0,18.9
20170806,18.9,26,11.8,23,39,0,0,18.1
20170807,18.1,21.7,14.4,34,41,0.4,0,19.7
20170808,19.7,25.9,13.4,31,35,0,0,22.5
20170809,22.5,28.8,16.2,26,43,0,0,22.3
20170810,22.3,27,17.6,15,33,0,0,21.1
20170811,21.1,25,17.2,21,41,2.2,0,21.1
20170812,21.1,25.7,16.4,34,41,0.4,0,20
20170813,20,26.6,13.4,32,30,0,0,21.4
20170814,21.4,26.1,16.7,11,26,0,0,21.9
20170815,21.9,27.5,16.2,36,41,1.4,0,20.1
20170816,20.1,23.9,16.2,15,28,0,0,20.3
20170817,20.3,23.7,16.8,11,32,14.6,0,23.4
20170818,23.4,26.8,19.9,26,48,0,0,20.5
20170819,20.5,24.6,16.4,29,46,0,0,22.1
20170820,22.1,28.6,15.6,25,37,0,0,24.3
20170821,24.3,30,18.6,27,30,0,0,20.3
20170822,20.3,26.3,14.2,29,69,8,0,17.5
20170823,17.5,23.3,11.7,29,52,0,0,15.6
20170824,15.6,20.4,10.8,35,35,0,0,16.4
20170825,16.4,21.7,11,36,30,0,0,16.4
20170826,16.4,22.4,10.3,12,26,0,0,16.8
20170827,16.8,22.8,10.7,12,39,0,0,19.4
20170828,19.4,23,15.8,14,33,0,0,19.2
20170829,19.2,23.1,15.2,10,30,0,0,19
20170830,19,24.7,13.3,30,30,0.2,0,14.5
20170831,14.5,19.3,9.7,34,50,3.8,0,12.7
20170901,12.7,18,7.4,35,28,0,0,13.7
20170902,13.7,20,7.3,11,41,0,0,17.9
20170903,17.9,21.4,14.3,28,50,8.8,0,20.3
20170904,20.3,26.7,13.9,23,67,8.6,0,17.1
20170905,17.1,21.4,12.7,32,48,4.6,0,16
20170906,16,21,11,1,30,0,0,15
20170907,15,20.3,9.6,30,50,4.2,0,14
20170908,14,18.5,9.5,1,41,0,0,12.8
20170909,12.8,17.9,7.7,2,32,0,0,13.7
20170910,13.7,19.1,8.2,16,26,0,0,15.5
20170911,15.5,22.6,8.4,10,19,0,0,17.1
20170912,17.1,24.4,9.8,14,24,0,0,18.2
20170913,18.2,24.9,11.4,16,24,0,0,21.5
20170914,21.5,27.6,15.4,32,32,0,0,21.7
20170915,21.7,26.2,17.1,15,24,0,0,21.2
20170916,21.2,27.3,15,15,24,0,0,21.1
20170917,21.1,26.9,15.2,12,24,0,0,21.8
20170918,21.8,27.7,15.8,20,30,0,0,23
20170919,23,27.3,18.6,20,35,0,0,21.9
20170920,21.9,25.8,17.9,14,26,0,0,21.6
20170921,21.6,27.4,15.8,11,28,0,0,21.9
20170922,21.9,27.1,16.7,16,24,0,0,25.4
20170923,25.4,33.1,17.7,31,22,0,0,26.5
20170924,26.5,33.6,19.4,19,20,0,0,25.8
20170925,25.8,31.5,20.1,15,24,0,0,25.6
20170926,25.6,31.1,20,15,32,0,0,22
20170927,22,30.2,13.8,28,50,0,0,13.6
20170928,13.6,18.9,8.2,32,43,0,0,13.3
20170929,13.3,18.2,8.3,28,69,3.6,0,10.5
20170930,10.5,15,6,35,41,0,0,10.9
20171001,10.9,17.6,4.1,14,22,0,0,13.5
20171002,13.5,20,6.9,12,30,0,0,16
20171003,16,24,7.9,14,30,0,0,19
20171004,19,26.5,11.4,32,57,3.6,0,15.9
20171005,15.9,23.2,8.6,28,46,0,0,17.3
20171006,17.3,21.1,13.5,15,20,1.4,0,22.2
20171007,22.2,27.5,16.8,22,50,4.8,0,20.9
20171008,20.9,24.9,16.8,24,61,0.6,0,18
20171009,18,22,13.9,12,20,11.8,0,17.1
20171010,17.1,23,11.2,36,39,0,0,10.5
20171011,10.5,13.5,7.5,6,41,2.8,0,11.5
20171012,11.5,15,8,7,46,0,0,15.5
20171013,15.5,18.8,12.2,13,22,0.4,0,15.5
20171014,15.5,18.8,12.1,11,30,8.8,0,16
20171015,16,24.4,7.5,27,102,7.8,0,6.6
20171016,6.6,10.4,2.8,1,35,0,0,11.1
20171017,11.1,19.6,2.5,22,54,0,0,16
20171018,16,21.8,10.2,23,43,0,0,14.1
20171019,14.1,20.9,7.3,26,52,0,0,14.7
20171020,14.7,22,7.4,19,32,0,0,15.4
20171021,15.4,21.1,9.7,15,22,0,0,15.6
20171022,15.6,22.6,8.5,-99999,-99999,0,-99999,16.9
20171023,16.9,19.5,14.3,17,46,9.2,0,12.7
20171024,12.7,16.8,8.5,20,59,1,0,7.3
20171025,7.3,12.2,2.4,23,39,0,0,6.9
20171026,6.9,12.1,1.7,26,35,0,0,8.8
20171027,8.8,14.9,2.7,14,39,0,0,7.4
20171028,7.4,12,2.8,26,35,5.4,0,6.3
20171029,6.3,8.7,3.9,32,50,0,0,6.9
20171030,6.9,9.2,4.6,30,63,0,0,5.6
20171031,5.6,8.1,3.1,24,69,0.2,0,5.5
20171101,5.5,7.2,3.8,5,20,1.6,0,10.9
20171102,10.9,15.9,5.8,30,39,11,0,6.8
20171103,6.8,11.7,1.9,31,52,2,0,3.9
20171104,3.9,7,0.7,7,48,1.6,0,10.9
20171105,10.9,15.6,6.2,28,57,14.8,0,7.7
20171106,7.7,11.7,3.7,33,46,0,0,3.6
20171107,3.6,7.2,0,14,32,0,0,-99999
20171108,-99999,-99999,-1.2,22,37,0,0,2.1
20171109,2.1,8.9,-4.7,30,74,0.6,0,-6.8
20171110,-6.8,-3.4,-10.1,32,59,0,0,-3.5
20171111,-3.5,1.2,-8.2,11,33,0,0,2.7
20171112,2.7,4.8,0.6,27,20,1,0,3.4
20171113,3.4,5.4,1.4,31,19,0.6,0,4.8
20171114,4.8,7.2,2.4,31,17,0,0,5.1
20171115,5.1,7.8,2.4,22,39,2.4,0,3.8
20171116,3.8,8,-0.4,29,61,0.6,0,0.4
20171117,0.4,3.1,-2.4,34,43,0,0,4.9
20171118,4.9,7.9,1.8,33,57,19,0,0.9
20171119,0.9,4.6,-2.8,34,61,2,12,2.8
20171120,2.8,6.7,-1.1,25,43,0,0,7.2
20171121,7.2,11.7,2.7,24,63,0,0,-0.3
20171122,-0.3,2.7,-3.2,30,46,0,0,1.1
20171123,1.1,3.5,-1.4,26,43,0,0,5.8
20171124,5.8,11.6,0,21,54,0,0,5.5
20171125,5.5,10.3,0.6,30,56,1,0,1.7
20171126,1.7,3.3,0,25,52,0,0,1.6
20171127,1.6,4,-0.9,32,50,0,0,8.9
20171128,8.9,17.1,0.7,22,63,0,0,4.7
20171129,4.7,10,-0.6,31,57,0,0,1.7
20171130,1.7,6.8,-3.5,26,48,1.6,0,4.7
20171201,4.7,8.3,1.1,30,28,0,0,3
20171202,3,7.3,-1.3,16,19,0,0,3.2
20171203,3.2,8,-1.6,29,20,0,0,3.3
20171204,3.3,9,-2.4,16,37,3.8,0,5.4
20171205,5.4,11.6,-0.8,27,67,3.8,0,0.5
20171206,0.5,3.3,-2.4,24,67,0,0,-1.6
20171207,-1.6,0.8,-3.9,25,56,0,0,-1.2
20171208,-1.2,1.4,-3.8,22,57,0,0,-1.6
20171209,-1.6,1,-4.1,17,30,0,0,-2.8
20171210,-2.8,-1.6,-4,25,50,0.2,4,-5
20171211,-5,-2.7,-7.2,36,28,3,56,-7.2
20171212,-7.2,-2.6,-11.7,30,57,4.2,56,-10.1
20171213,-10.1,-7.3,-12.9,30,43,1,14,-11.1
20171214,-11.1,-6.3,-15.8,29,46,0,0,-8
20171215,-8,-4,-11.9,25,50,0.2,2,-7.2
20171216,-7.2,-4,-10.3,25,35,0.2,2,-10
20171217,-10,-6.4,-13.5,0,0,0,0,-1.7
20171218,-1.7,3.7,-7.1,0,0,2.4,4,4.1
20171219,4.1,7.4,0.8,25,69,0,0,-0.9
20171220,-0.9,2.5,-4.2,29,59,0,0,-3.8
20171221,-3.8,-2.6,-4.9,0,0,3,40,-4.7
20171222,-4.7,-3.4,-6,10,37,2.6,30,-2.1
20171223,-2.1,1.4,-5.6,28,33,3.4,36,-5.9
20171224,-5.9,-2,-9.7,6,33,8.4,88,-8.2
20171225,-8.2,-4.2,-12.1,26,76,0.8,10,-14.4
20171226,-14.4,-11.5,-17.3,25,52,0,0,-15.5
20171227,-15.5,-11.3,-19.7,30,33,0,0,-17.5
20171228,-17.5,-12.5,-22.5,0,0,0,0,-12.3
20171229,-12.3,-8.4,-16.1,0,0,3,45,-13.3
20171230,-13.3,-7.3,-19.2,35,48,0.4,4,-18.6
20171231,-18.6,-14.5,-22.6,34,32,0,0,-15
20180101,-15,-8.7,-21.3,28,54,0,0,-10.5
20180102,-10.5,-7.8,-13.1,24,59,1,10,-9.9
20180103,-9.9,-6.3,-13.5,22,44,0,0,-14.7
20180104,-14.7,-8.9,-20.5,32,65,0,0,-19
20180105,-19,-15,-23,31,50,0,0,-20
20180106,-20,-16.4,-23.5,30,32,0,0,-11.5
20180107,-11.5,-2,-20.9,22,52,0.4,2,-0.2
20180108,-0.2,2.2,-2.6,25,50,4.2,40,-1
20180109,-1,0.6,-2.5,31,39,0,0,0.9
20180110,0.9,6.6,-4.9,0,0,2.6,0,8.6
20180111,8.6,12.6,4.5,21,37,7,0,-0.2
20180112,-0.2,12.2,-12.6,32,67,14.2,34,-14.3
20180113,-14.3,-11.6,-16.9,34,61,0,0,-11.9
20180114,-11.9,-6.5,-17.3,14,35,0,0,-7.8
20180115,-7.8,-6.5,-9,11,56,3.8,44,-6.7
20180116,-6.7,-3.1,-10.3,0,0,1.4,16,-10
20180117,-10,-5.5,-14.4,22,48,0.4,4,-6.6
20180118,-6.6,-4.1,-9.1,25,37,0,0,-2.2
20180119,-2.2,2,-6.4,22,54,0,0,3
20180120,3,6.2,-0.3,22,41,0,0,1.1
20180121,1.1,4.2,-2,23,30,1,0,1.5
20180122,1.5,2.4,0.6,10,41,14.4,0,1
20180123,1,7.1,-5.2,34,69,3.4,0,-7.9
20180124,-7.9,-4.9,-10.8,28,56,0,0,-6.9
20180125,-6.9,-2.5,-11.2,0,0,0,0,1.6
20180126,1.6,5.7,-2.6,12,32,0,0,5
20180127,5,9.6,0.3,24,59,1.6,0,1.1
20180128,1.1,5.2,-3,27,33,0,0,-4.3
20180129,-4.3,-1.9,-6.7,0,39,5.2,52,-11
20180130,-11,-6.5,-15.4,35,52,0.4,4,-6.5
20180131,-6.5,2.1,-15.1,16,43,0.8,8,-2.9
20180201,-2.9,4.6,-10.4,26,59,0,0,-12.6
20180202,-12.6,-9.5,-15.7,31,52,0,0,-6.6
20180203,-6.6,-2.3,-10.9,26,43,1.8,18,-3.8
20180204,-3.8,1.5,-9,32,69,5,52,-11
20180205,-11,-7.8,-14.1,32,52,0,0,-8.1
20180206,-8.1,-4.8,-11.3,25,41,0.2,2,-9
20180207,-9,-4.8,-13.2,35,43,6.6,74,-9.9
20180208,-9.9,-6.6,-13.1,29,52,0,0,-8.1
20180209,-8.1,-5.3,-10.9,0,0,6,68,-5.6
20180210,-5.6,-4.4,-6.7,0,0,5.6,64,-4.3
20180211,-4.3,-1.3,-7.2,29,50,3.4,10,-7.6
20180212,-7.6,-3,-12.2,28,41,0,0,-8.2
20180213,-8.2,-2.2,-14.1,0,0,0,0,0.5
20180214,0.5,5.2,-4.2,24,37,0,0,5.3
20180215,5.3,8,2.6,24,43,0,0,-2
20180216,-2,3.3,-7.2,32,61,0,0,-4.1
20180217,-4.1,-0.4,-7.7,20,33,0,0,0.4
20180218,0.4,4.2,-3.5,27,39,0,0,0.7
20180219,0.7,4.2,-2.8,0,0,13.4,0,9.7
20180220,9.7,16.5,2.8,22,52,7.6,0,6.2
20180221,6.2,14.6,-2.3,35,50,8,0,-0.6
20180222,-0.6,2,-3.2,34,33,0,0,2.7
20180223,2.7,6.3,-1,29,46,3,0,2.9
20180224,2.9,4.9,0.9,10,54,0,0,6.5
20180225,6.5,12,1,25,69,4.8,0,3.3
20180226,3.3,7.7,-1.2,26,46,0,0,6.2
20180227,6.2,13.7,-1.4,25,63,0,0,9
20180228,9,16.2,1.8,35,46,0,0,1.8
20180301,1.8,4.2,-0.6,2,69,0.8,6,1
20180302,1,4.1,-2.2,35,65,0.4,4,0
20180303,0,3.9,-3.9,1,54,0,0,-1.2
20180304,-1.2,2,-4.4,35,46,0,0,-0.9
20180305,-0.9,4.5,-6.3,35,37,0,0,-0.2
20180306,-0.2,1.3,-1.6,11,48,0,0,0.6
20180307,0.6,2.6,-1.5,25,43,0.2,2,-2
20180308,-2,-0.6,-3.4,26,43,0,0,0.3
20180309,0.3,4.4,-3.8,30,52,0.4,4,-0.9
20180310,-0.9,2.4,-4.2,31,39,0,0,-0.8
20180311,-0.8,3,-4.6,32,32,0,0,-1.9
20180312,-1.9,0,-3.7,0,0,2.8,58,-1.4
20180313,-1.4,1.4,-4.2,33,46,0,0,-1.9
20180314,-1.9,1.2,-4.9,27,59,0,0,-0.3
20180315,-0.3,4.8,-5.3,33,50,1.4,14,-3.8
20180316,-3.8,-0.1,-7.4,28,56,0,0,0
20180317,0,6.3,-6.3,29,48,0,0,2.1
20180318,2.1,10.5,-6.4,14,63,0,0,-3.7
20180319,-3.7,0.3,-7.6,4,30,0,0,-2.2
20180320,-2.2,3.4,-7.8,10,37,0,0,0.1
20180321,0.1,5,-4.8,1,41,0,0,0.6
20180322,0.6,5.3,-4.2,0,48,0,0,-0.1
20180323,-0.1,4.3,-4.4,36,48,0,0,-1.4
20180324,-1.4,2.9,-5.6,35,48,0,0,-2.3
20180325,-2.3,3.4,-8,11,35,0,0,3.4
20180326,3.4,9.2,-2.4,9,44,0,0,4.8
20180327,4.8,7.1,2.5,13,32,4.4,0,5.1
20180328,5.1,8.1,2,34,33,0,0,3.7
20180329,3.7,6.5,0.9,36,37,17.2,0,1.6
20180330,1.6,5.3,-2.1,33,54,0.2,0,3.9
20180331,3.9,9.1,-1.3,22,72,4.8,0,-0.1
20180401,-0.1,3.6,-3.7,30,74,0,0,1.9
20180402,1.9,7.3,-3.5,24,35,0,0,3.3
20180403,3.3,4.8,1.7,11,46,20.8,0,0.2
20180404,0.2,5.1,-4.7,28,96,4.8,0,-1.7
20180405,-1.7,2,-5.4,27,48,0,0,0.6
20180406,0.6,4.9,-3.7,29,69,1.8,14,-2.6
20180407,-2.6,0.9,-6.1,31,54,0,0,-1.9
20180408,-1.9,1.8,-5.5,30,50,0,0,-1.1
20180409,-1.1,3.3,-5.5,0,0,0,0,1.7
20180410,1.7,6.5,-3.2,26,39,0.4,4,2.6
20180411,2.6,5.5,-0.3,24,44,1.2,0,6.9
20180412,6.9,15.9,-2.1,31,46,2.6,0,3.8
20180413,3.8,5.9,1.6,35,30,7.4,0,-0.3
20180414,-0.3,3.8,-4.4,5,52,35.8,42,-1.6
20180415,-1.6,0.8,-4,8,74,28.2,38,1.9
20180416,1.9,2.9,0.8,6,69,18.6,0,-0.5
20180417,-0.5,1.1,-2,27,48,0.2,2,1.8
20180418,1.8,3.5,0,26,41,0,0,1.4
20180419,1.4,3.3,-0.5,32,54,0,0,3
20180420,3,8.3,-2.3,33,46,0,0,6
20180421,6,14.1,-2.1,0,0,0,0,8.5
20180422,8.5,16.6,0.4,0,0,0,0,10.4
20180423,10.4,18.7,2,10,32,0,0,11.8
20180424,11.8,16.8,6.8,16,37,4.2,0,7.5
20180425,7.5,11.2,3.7,32,54,18.8,0,9.7
20180426,9.7,15.9,3.4,33,54,0.6,0,8.5
20180427,8.5,14.6,2.4,32,39,3,0,4.5
20180428,4.5,8.2,0.8,33,48,1.8,0,6
20180429,6,11.9,0,34,59,0.4,4,10.6
20180430,10.6,20,1.1,29,44,0,0,18
20180501,18,27.7,8.2,22,50,0,0,22.8
20180502,22.8,28,17.5,22,54,0,0,15.9
20180503,15.9,22.1,9.7,25,61,6.8,0,16.6
20180504,16.6,24.9,8.2,27,119,8.2,0,16.4
20180505,16.4,24.6,8.1,24,63,2.2,0,14.8
20180506,14.8,18.4,11.1,11,32,0.8,0,12.9
20180507,12.9,16.2,9.6,14,32,0,0,12.8
20180508,12.8,19.1,6.5,0,0,0,0,15.8
20180509,15.8,22.7,8.8,12,30,0,0,12.6
20180510,12.6,20.1,5,29,61,2.2,0,8.1
20180511,8.1,11.2,5,1,37,0,0,11.1
20180512,11.1,14.2,7.9,0,0,0,0,12.7
20180513,12.7,18,7.4,10,32,0,0,16.8
20180514,16.8,24.3,9.2,19,35,0,0,16.2
20180515,16.2,21.6,10.8,35,46,18.6,0,14.1
20180516,14.1,20.2,8,35,30,0,0,18
20180517,18,24.3,11.6,35,41,0,0,13.4
20180518,13.4,16.8,9.9,11,48,0,0,13.4
20180519,13.4,16.8,9.9,10,39,8,0,14.6
20180520,14.6,20,9.2,33,41,0,0,14.1
20180521,14.1,20.8,7.4,0,0,0,0,14.4
20180522,14.4,17.6,11.1,35,30,8.6,0,18
20180523,18,25.8,10.2,33,39,0,0,20.4
20180524,20.4,28.5,12.2,29,41,0,0,23.2
20180525,23.2,30.3,16,22,46,0,0,22.2
20180526,22.2,27.5,16.9,3,48,0,0,21.6
20180527,21.6,26.6,16.5,0,0,0,0,22.9
20180528,22.9,30.8,15,31,37,0,0,23
20180529,23,27.1,18.8,11,32,0,0,23.8
20180530,23.8,29.2,18.4,0,0,0,0,25.5
20180531,25.5,30.7,20.3,25,48,10,0,21.6
20180601,21.6,28,15.1,1,52,0,0,17.4
20180602,17.4,21.3,13.5,36,37,0,0,17.7
20180603,17.7,21.3,14,8,30,7.4,0,16.8
20180604,16.8,19.3,14.3,30,69,1,0,13
20180605,13,15.5,10.5,29,41,0.2,0,13.3
20180606,13.3,16.4,10.2,34,35,0,0,17.3
20180607,17.3,23.1,11.4,0,33,0,0,17.4
20180608,17.4,22.2,12.6,15,30,0,0,18.2
20180609,18.2,23.6,12.7,0,0,0,0,18.4
20180610,18.4,22.8,14,10,52,0,0,17.1
20180611,17.1,22.8,11.4,10,41,0,0,18.4
20180612,18.4,26.1,10.7,16,33,0,0,23
20180613,23,30.1,15.8,27,87,3.2,0,19.9
20180614,19.9,25.4,14.3,32,61,0,0,19.1
20180615,19.1,25.1,13.1,15,30,0,0,21.7
20180616,21.7,29.5,13.9,25,32,0,0,24.6
20180617,24.6,31.9,17.2,18,43,0,0,25.4
20180618,25.4,33,17.7,30,56,2.6,0,19.6
20180619,19.6,23.2,16,35,33,0,0,20.4
20180620,20.4,25.4,15.3,0,0,0,0,18.1
20180621,18.1,21.7,14.4,35,33,0,0,17.9
20180622,17.9,22.9,12.8,10,39,1.6,0,18
20180623,18,19.5,16.5,0,0,4.8,0,18.1
20180624,18.1,21.3,14.8,35,39,21.4,0,18.1
20180625,18.1,23.3,12.9,5,33,0,0,17.3
20180626,17.3,23.4,11.1,11,35,0,0,19.3
20180627,19.3,22.1,16.5,0,0,7.8,0,24.6
20180628,24.6,29.6,19.6,30,37,0,0,25.3
20180629,25.3,31.5,19.1,20,43,0,0,28.7
20180630,28.7,35.4,21.9,23,44,0,0,29.1
20180701,29.1,34.3,23.8,22,41,0,0,27
20180702,27,34,19.9,24,43,0,0,24.7
20180703,24.7,30.8,18.6,0,0,0,0,26.4
20180704,26.4,33.4,19.3,0,0,0,0,27.2
20180705,27.2,33.6,20.7,25,48,23.8,0,20.3
20180706,20.3,23.4,17.1,0,0,-99999,-99999,19.7
20180707,19.7,25.5,13.8,15,32,0,0,21.6
20180708,21.6,28.4,14.7,18,32,0,0,23.6
20180709,23.6,32.4,14.8,25,39,0,0,24.3
20180710,24.3,29.7,18.8,34,48,0,0,22.2
20180711,22.2,27.3,17.1,35,37,0,0,23.3
20180712,23.3,29.8,16.8,14,35,0,0,25.8
20180713,25.8,30.4,21.2,15,37,0,0,25.1
20180714,25.1,28.8,21.4,23,32,0.2,0,25.9
20180715,25.9,30.4,21.3,0,0,0,0,26.6
20180716,26.6,32.1,21,26,63,8,0,22.7
20180717,22.7,27.5,17.8,35,44,0,0,19.8
20180718,19.8,23.8,15.8,20,35,0,0,20.7
20180719,20.7,27.3,14.1,18,30,0,0,24.2
20180720,24.2,30.1,18.2,10,39,0.6,0,22.1
20180721,22.1,26.2,17.9,10,44,0.4,0,20.4
20180722,20.4,23.9,16.9,17,41,15.4,0,24.4
20180723,24.4,28.1,20.6,11,33,0,0,26
20180724,26,30.1,21.8,17,43,5.4,0,24.5
20180725,24.5,30,18.9,1,37,0,0,23.3
20180726,23.3,29.6,16.9,26,89,8,0,21.7
20180727,21.7,26.5,16.8,27,43,2,0,19.3
20180728,19.3,23.7,14.9,27,46,0.2,0,19.9
20180729,19.9,26.4,13.4,24,43,0,0,22
20180730,22,26.7,17.2,15,32,0,0,22
20180731,22,25.8,18.1,0,0,0,0,23.7
20180801,23.7,27.2,20.1,23,46,0.6,0,24.2
20180802,24.2,30.3,18.1,23,39,0,0,24.5
20180803,24.5,29,19.9,3,35,0,0,25.7
20180804,25.7,31.9,19.4,0,0,0,0,27
20180805,27,34.9,19,26,41,0,0,27.8
20180806,27.8,34.2,21.3,19,67,22.6,0,24.4
20180807,24.4,28.2,20.5,5,39,6,0,21.6
20180808,21.6,25.7,17.4,32,44,21,0,23.1
20180809,23.1,29.6,16.6,24,37,2.4,0,21.1
20180810,21.1,24.8,17.3,14,30,0,0,21.1
20180811,21.1,26.8,15.4,0,0,4.2,0,23.1
20180812,23.1,27.6,18.6,0,0,0,0,23.2
20180813,23.2,27.2,19.2,0,0,0,0,26
20180814,26,31.4,20.6,31,41,0,0,25.7
20180815,25.7,31.3,20,28,39,0,0,25.1
20180816,25.1,29.9,20.2,22,43,1.4,0,25.3
20180817,25.3,29.3,21.2,32,39,14.6,0,22
20180818,22,24.9,19.1,0,0,0.4,0,21
20180819,21,24.8,17.1,0,0,0,0,21.7
20180820,21.7,25.5,17.9,10,32,0,0,22.8
20180821,22.8,25.9,19.7,34,48,25.6,0,18.3
20180822,18.3,21.4,15.1,30,56,0.8,0,20.7
20180823,20.7,26.6,14.8,28,46,0,0,20.8
20180824,20.8,27,14.6,24,39,0,0,22.9
20180825,22.9,25.6,20.1,16,37,17.8,0,24.5
20180826,24.5,28.7,20.3,27,37,0,0,24.3
20180827,24.3,28.7,19.9,22,32,0.8,0,28
20180828,28,31.7,24.3,20,57,0,0,23
20180829,23,28.5,17.4,29,57,0,0,16.8
20180830,16.8,18.6,15,35,43,0,0,19.8
20180831,19.8,23.3,16.2,0,0,0,0,21.3
20180901,21.3,27.4,15.2,17,32,0,0,26.1
20180902,26.1,29.9,22.3,23,39,0.4,0,26.8
20180903,26.8,31.9,21.7,27,39,0,0,23.9
20180904,23.9,28.1,19.7,0,0,0,0,27.9
20180905,27.9,34.2,21.5,23,54,0.4,0,21.4
20180906,21.4,26.3,16.4,36,35,0.6,0,19.8
20180907,19.8,24.5,15.1,35,35,0,0,14.6
20180908,14.6,17,12.1,4,30,0,0,-99999
20180909,-99999,16,-99999,9,52,0,0,14.1
20180910,14.1,15.9,12.2,12,50,26.2,0,17.6
20180911,17.6,20.8,14.4,34,37,0,0,18.3
20180912,18.3,23.8,12.7,0,0,0,0,20.8
20180913,20.8,25.2,16.3,10,33,0,0,23.8
20180914,23.8,27.8,19.7,0,0,0,0,24.3
20180915,24.3,28.7,19.8,0,0,0,0,24
20180916,24,28.4,19.6,0,0,0,0,23.5
20180917,23.5,27,20,15,30,0,0,21.5
20180918,21.5,27.6,15.3,1,43,0,0,17.8
20180919,17.8,22.2,13.3,0,32,0,0,16.9
